brand,model,OS,RAM,approx_price_EUR,battery_removable,battery_type,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb
Asus,Zenfone Pegasus 3s,Android,3.0,330.0,False,Li-Ion,5000.0,8,1.5,13.0,8.0,64.0
BenQ,T3,Android,1.0,80.0,False,Li-Ion,1840.0,4,1.2,8.0,0.6,4.0
BenQ,F5,Android,2.0,100.0,False,Li-Ion,2520.0,4,1.2,13.0,2.0,16.0
BenQ,F3,Android,1.0,200.0,True,Li-Ion,2100.0,4,1.2,13.0,2.0,4.0
BenQ,A3,Android,1.0,150.0,True,Li-Ion,2000.0,4,1.2,8.0,2.0,4.0
BlackBerry,KEYone,Android,3.0,600.0,False,Li-Ion,3505.0,8,2.0,12.0,8.0,32.0
BlackBerry,DTEK60,Android,4.0,530.0,False,Li-Ion,3000.0,4,2.15,21.0,8.0,32.0
BlackBerry,DTEK50,Android,3.0,270.0,False,Li-Ion,2610.0,8,1.5,13.0,8.0,16.0
BlackBerry,Priv,Android,3.0,450.0,False,Li-Ion,3410.0,6,1.4,18.0,2.0,32.0
BlackBerry,Leap,BlackBerry,2.0,170.0,False,Li-Ion,2800.0,2,1.5,8.0,2.0,16.0
BlackBerry,Porsche Design P'9983,BlackBerry,2.0,590.0,True,Li-Ion,2100.0,2,1.5,8.0,2.0,64.0
BlackBerry,Passport,BlackBerry,3.0,310.0,False,Li-Ion,3450.0,4,2.26,13.0,2.0,32.0
BlackBerry,Classic,BlackBerry,2.0,290.0,False,Li-Ion,2515.0,2,1.5,8.0,2.0,16.0
BlackBerry,Z3,BlackBerry,1.5,110.0,False,Li-Ion,2500.0,2,1.2,5.0,1.1,8.0
BlackBerry,Porsche Design P'9982,BlackBerry,2.0,390.0,True,Li-Ion,1800.0,2,1.5,8.0,2.0,64.0
BlackBerry,Z30,BlackBerry,2.0,180.0,False,Li-Ion,2880.0,2,1.7,8.0,2.0,16.0
BlackBerry,Q5,BlackBerry,2.0,150.0,False,Li-Ion,2180.0,2,1.2,5.0,2.0,8.0
BlackBerry,Z10,BlackBerry,2.0,230.0,True,Li-Ion,1800.0,2,1.5,8.0,2.0,16.0
BlackBerry,Q10,BlackBerry,2.0,170.0,True,Li-Ion,2100.0,2,1.5,8.0,2.0,16.0
BlackBerry,Porsche Design P'9981,BlackBerry,0.768,800.0,True,Li-Ion,1230.0,1,1.2,5.0,0.0,8.0
BlackBerry,Torch 9850,BlackBerry,0.768,130.0,True,Li-Ion,1230.0,1,1.2,5.0,0.0,4.0
BlackBerry,Playbook,BlackBerry,1.0,120.0,False,Li-Po,5300.0,2,1.0,5.0,3.0,64.0
BLU,Life One X2 Mini,Android,4.0,170.0,False,Li-Po,3000.0,8,1.4,13.0,8.0,64.0
BLU,Studio M HD,Android,1.0,80.0,True,Li-Po,2000.0,4,1.3,8.0,2.0,16.0
BLU,Vivo 5,Android,3.0,240.0,False,Li-Ion,3150.0,8,1.3,13.0,5.0,32.0
BLU,Pure XL,Android,3.0,310.0,False,Li-Po,3500.0,8,2.0,24.0,8.0,64.0
BLU,Studio XL,Android,1.0,110.0,False,Li-Ion,3000.0,4,1.3,8.0,2.0,8.0
BLU,Studio Energy,Android,1.0,140.0,True,Li-Ion,5000.0,4,1.3,8.0,2.0,8.0
BLU,Studio G,Android,0.512,80.0,True,Li-Ion,2000.0,4,1.3,5.0,0.6,4.0
BLU,Studio X,Android,1.0,120.0,True,Li-Ion,2100.0,4,1.3,8.0,2.0,8.0
BLU,Vivo Air,Android,1.0,190.0,False,Li-Ion,2100.0,8,1.7,8.0,5.0,16.0
BLU,Studio 6.0 LTE,Android,2.0,210.0,True,Li-Ion,3200.0,4,1.6,13.0,5.0,16.0
BLU,Studio 5.0 HD LTE,Android,1.0,150.0,True,Li-Ion,2200.0,4,1.2,13.0,5.0,8.0
BLU,Studio 7.0,Android,1.0,130.0,False,Li-Po,3000.0,2,1.3,5.0,2.0,8.0
BLU,Life Play Mini,Android,0.512,70.0,True,Li-Ion,1400.0,2,1.0,3.15,0.6,4.0
BLU,Win HD,Windows,1.0,150.0,True,Li-Ion,2200.0,4,1.2,8.0,2.0,8.0
BLU,Studio 5.0 C HD,Android,1.0,110.0,True,Li-Ion,2000.0,4,1.3,8.0,2.0,4.0
BLU,Studio 5.0 C,Android,0.512,80.0,True,Li-Ion,1800.0,2,1.3,5.0,0.6,4.0
BLU,Vivo IV,Android,2.0,260.0,False,Li-Po,2300.0,8,1.7,13.0,5.0,16.0
BLU,Life 8,Android,1.0,150.0,True,Li-Ion,2000.0,8,1.7,8.0,2.0,8.0
BLU,Studio 6.0 HD,Android,1.0,180.0,False,Li-Po,3000.0,4,1.3,8.0,2.0,4.0
BLU,Neo 4.5,Android,0.512,70.0,True,Li-Ion,1800.0,2,1.3,3.15,0.6,4.0
BLU,Studio 5.0 S II,Android,1.0,120.0,True,Li-Ion,2000.0,4,1.3,8.0,2.0,4.0
BLU,Studio 5.0 E,Android,0.512,70.0,True,Li-Ion,2100.0,2,1.0,3.15,0.0,4.0
BLU,Studio 5.5 S,Android,1.0,130.0,True,Li-Ion,2350.0,4,1.3,8.0,2.0,4.0
BLU,Life Pure Mini,Android,1.0,190.0,False,Li-Ion,3000.0,4,1.5,8.0,2.0,16.0
BLU,Vivo 4.8 HD,Android,1.0,160.0,False,Li-Ion,2000.0,4,1.5,8.0,5.0,16.0
BLU,Life View Tab,Android,1.0,360.0,False,Li-Ion,4500.0,4,1.2,5.0,5.0,8.0
BLU,Life Play S,Android,1.0,130.0,False,Li-Ion,1800.0,4,1.3,8.0,5.0,4.0
BLU,Life One X,Android,2.0,210.0,False,Li-Ion,2000.0,4,1.5,13.0,5.0,32.0
BLU,Life One M,Android,1.0,140.0,True,Li-Ion,2000.0,4,1.5,12.0,2.0,4.0
BLU,Life Play X,Android,1.0,200.0,True,Li-Ion,1800.0,4,1.5,8.0,2.0,16.0
BLU,Life Pure,Android,2.0,240.0,False,Li-Ion,2020.0,4,1.5,13.0,5.0,32.0
BLU,Studio 5.0 II,Android,0.512,90.0,True,Li-Ion,2000.0,2,1.3,5.0,0.6,4.0
BLU,Advance 4.0,Android,0.512,80.0,True,Li-Ion,1600.0,2,1.3,5.0,0.6,4.0
BLU,Life Pro,Android,1.0,210.0,True,Li-Po,2500.0,4,1.5,12.0,5.0,16.0
BLU,Studio 5.5,Android,1.0,120.0,True,Li-Ion,2250.0,4,1.2,5.0,0.6,4.0
BLU,Dash 5.0,Android,0.512,100.0,True,Li-Ion,2000.0,2,1.3,5.0,0.6,4.0
BLU,Dash Music 4.0,Android,0.512,80.0,True,Li-Ion,1500.0,2,1.3,3.15,0.0,4.0
BLU,Dash 4.5,Android,0.512,100.0,True,Li-Ion,2000.0,4,1.2,5.0,0.6,4.0
BLU,Amour,Android,0.512,100.0,True,Li-Ion,1600.0,2,1.0,5.0,0.6,4.0
BLU,Studio 5.3 S,Android,1.0,130.0,True,Li-Ion,2800.0,4,1.2,8.0,2.0,4.0
BLU,Studio 5.0 S,Android,1.0,130.0,True,Li-Ion,2000.0,4,1.2,8.0,2.0,4.0
BLU,Studio 5.0,Android,0.512,100.0,True,Li-Ion,2000.0,2,1.0,5.0,0.6,4.0
BLU,Life View,Android,1.0,230.0,True,Li-Ion,2600.0,4,1.2,12.0,5.0,16.0
BLU,Life One,Android,1.0,230.0,False,Li-Ion,2000.0,4,1.2,13.0,5.0,16.0
BLU,Life Play,Android,1.0,180.0,True,Li-Ion,1800.0,4,1.2,8.0,2.0,4.0
BLU,Studio 5.3 II,Android,0.512,160.0,True,Li-Ion,2200.0,2,1.0,8.0,2.0,4.0
BLU,Tank 4.5,Android,0.512,200.0,True,Li-Ion,1760.0,2,1.0,5.0,0.6,4.0
BLU,Quattro 5.7 HD,Android,1.0,220.0,True,Li-Ion,2800.0,4,1.5,8.0,1.3,4.0
BLU,Quattro 4.5 HD,Android,1.0,260.0,True,Li-Ion,1800.0,4,1.5,8.0,1.3,16.0
BLU,Quattro 4.5,Android,1.0,180.0,True,Li-Ion,1800.0,4,1.5,5.0,0.6,4.0
BLU,Dash 4.0,Android,0.512,90.0,True,Li-Ion,1500.0,2,1.3,5.0,0.6,4.0
BLU,Vivo 4.65 HD,Android,1.0,210.0,True,Li-Ion,1600.0,2,1.2,8.0,1.3,4.0
BLU,Touch Book 9.7,Android,1.0,180.0,False,Li-Ion,6000.0,2,1.5,2.0,2.0,4.0
BLU,Touch Book 7.0 Lite,Android,0.512,70.0,False,Li-Ion,3000.0,1,1.2,0.6,0.0,4.0
BLU,Elite 3.8,Android,0.512,130.0,True,Li-Ion,1600.0,1,1.0,5.0,0.6,1.0
BLU,Vivo 4.3,Android,0.512,170.0,True,Li-Ion,1600.0,2,1.0,8.0,1.3,4.0
BQ,Aquaris X Pro,Android,4.0,370.0,False,Li-Ion,3100.0,8,2.2,12.0,8.0,128.0
BQ,Aquaris X,Android,3.0,290.0,False,Li-Ion,3100.0,8,2.2,16.0,8.0,32.0
BQ,Aquaris U Lite,Android,2.0,160.0,False,Li-Po,3080.0,4,1.4,8.0,5.0,16.0
BQ,Aquaris U,Android,2.0,190.0,False,Li-Po,3080.0,8,1.4,13.0,5.0,16.0
BQ,Aquaris X5 Plus,Android,2.0,300.0,False,Li-Po,3200.0,8,1.8,16.0,8.0,16.0
BQ,Aquaris X5,Android,2.0,230.0,False,Li-Po,2900.0,4,1.4,13.0,5.0,16.0
BQ, Aquaris M10,Android,2.0,230.0,False,Li-Po,7280.0,4,1.3,5.0,2.0,16.0
Casio,G'zOne CA-201L,Android,1.0,270.0,True,Li-Ion,1800.0,2,1.5,8.0,1.3,16.0
Cat,S60,Android,3.0,650.0,False,Li-Ion,3800.0,8,1.2,13.0,5.0,32.0
Cat,S30,Android,1.0,340.0,False,Li-Ion,3000.0,4,1.1,5.0,2.0,8.0
Cat,S40,Android,1.0,440.0,False,Li-Ion,3000.0,4,1.1,8.0,2.0,16.0
Cat,B15 Q,Android,1.0,320.0,True,Li-Ion,2000.0,4,1.3,5.0,0.6,4.0
Cat,S50,Android,2.0,460.0,False,Li-Ion,2630.0,1,1.2,8.0,0.6,8.0
Cat,B15,Android,0.512,250.0,False,Li-Ion,2000.0,2,1.0,5.0,0.6,4.0
Celkon,Campus Whizz Q42,Android,0.512,80.0,True,Li-Ion,1400.0,4,1.3,5.0,1.3,4.0
Coolpad,Note 5 Lite,Android,3.0,120.0,False,Li-Ion,2500.0,4,1.0,13.0,8.0,16.0
Coolpad,Conjr,Android,3.0,210.0,False,Li-Ion,2500.0,4,1.0,13.0,8.0,16.0
Coolpad,Mega 3,Android,2.0,110.0,False,Li-Po,3050.0,4,1.2,8.0,8.0,16.0
Coolpad,Note 5,Android,4.0,180.0,False,Li-Ion,4010.0,8,1.5,13.0,8.0,64.0
Coolpad,Modena 2,Android,2.0,180.0,False,Li-Ion,2500.0,4,1.0,8.0,8.0,16.0
Coolpad,Mega,Android,3.0,80.0,False,Li-Ion,2500.0,4,1.0,8.0,8.0,16.0
Coolpad,Torino,Android,3.0,200.0,False,Li-Ion,2500.0,8,1.36,13.0,5.0,16.0
Coolpad,Note 3 Plus,Android,3.0,120.0,False,Li-Ion,3000.0,8,1.3,13.0,5.0,16.0
Coolpad,Max,Android,4.0,380.0,False,Li-Ion,2800.0,8,1.5,13.0,5.0,64.0
Coolpad,Porto S,Android,1.0,130.0,False,Li-Po,2000.0,4,1.0,8.0,2.0,8.0
Coolpad,Torino S,Android,2.0,180.0,False,Li-Ion,1800.0,4,1.2,8.0,5.0,16.0
Coolpad,Note 3 Lite,Android,3.0,110.0,False,Li-Ion,2500.0,4,1.3,13.0,5.0,16.0
Coolpad,Note 3,Android,3.0,120.0,False,Li-Ion,3000.0,8,1.3,13.0,5.0,16.0
Coolpad,Shine,Android,2.0,200.0,False,Li-Ion,2500.0,8,1.5,13.0,5.0,8.0
Coolpad,Modena,Android,1.0,160.0,False,Li-Ion,2500.0,4,1.2,8.0,2.0,8.0
Coolpad,Porto,Android,1.0,150.0,False,Li-Ion,1800.0,4,1.2,8.0,5.0,8.0
Dell,Venue 10 7000,Android,2.0,460.0,False,Li-Ion,7000.0,4,2.3,8.0,2.0,32.0
Dell,Venue 8,Android,2.0,130.0,False,Li-Ion,4100.0,2,2.0,5.0,2.0,32.0
Dell,Venue 7,Android,2.0,100.0,False,Li-Ion,4100.0,2,1.6,3.15,0.6,16.0
Dell,Venue,Android,0.512,390.0,True,Li-Ion,1400.0,1,1.0,8.0,0.0,1.0
Dell,Streak,Android,0.512,190.0,True,Li-Ion,1530.0,1,1.0,5.0,0.6,16.0
Gigabyte,GSmart Essence 4,Android,0.512,60.0,True,Li-Ion,1300.0,2,1.0,2.0,0.6,4.0
Gigabyte,GSmart Classic Lite,Android,0.512,80.0,True,Li-Ion,2100.0,4,1.2,5.0,2.0,8.0
Gigabyte,GSmart Essence,Android,0.512,70.0,True,Li-Ion,1600.0,4,1.2,5.0,2.0,8.0
Gigabyte,GSmart Classic,Android,1.0,100.0,True,Li-Ion,2000.0,4,1.2,8.0,5.0,8.0
Gigabyte,GSmart Mika M2,Android,1.0,190.0,True,Li-Ion,2000.0,4,1.3,13.0,5.0,8.0
Gigabyte,GSmart T4,Android,0.512,100.0,True,Li-Ion,1400.0,2,1.3,8.0,0.6,4.0
Gigabyte,GSmart Guru,Android,2.0,440.0,True,Li-Ion,2500.0,4,1.5,13.0,5.0,32.0
Gigabyte,GSmart Roma R2,Android,1.0,140.0,True,Li-Ion,1400.0,2,1.3,5.0,0.6,4.0
Gigabyte,GSmart Aku A1,Android,1.0,150.0,True,Li-Ion,2000.0,4,1.2,5.0,0.6,4.0
Gigabyte,GSmart Maya M1 v2,Android,1.0,200.0,True,Li-Ion,1700.0,4,1.2,8.0,2.0,4.0
Gigabyte,GSmart Sierra S1,Android,1.0,220.0,True,Li-Ion,2000.0,4,1.5,13.0,2.0,4.0
Gigabyte,GSmart Simba SX1,Android,1.0,260.0,True,Li-Ion,1900.0,2,1.4,13.0,2.0,4.0
Gigabyte,GSmart Maya M1,Android,1.0,220.0,True,Li-Ion,1700.0,2,1.0,8.0,2.0,4.0
Gigabyte,GSmart Rio R1,Android,0.512,150.0,True,Li-Ion,1500.0,2,1.0,5.0,0.6,4.0
Gigabyte,GSmart GS202,Android,0.512,110.0,True,Li-Ion,1500.0,2,1.0,5.0,0.6,4.0
Gigabyte,GSmart G1362,Android,0.512,210.0,True,Li-Ion,1550.0,2,1.2,5.0,0.6,4.0
Gigabyte,GSmart G1355,Android,0.512,190.0,True,Li-Ion,1500.0,1,0.8,5.0,0.0,1.0
Gionee,A1 Lite,Android,3.0,27000.0,False,Li-Ion,4000.0,8,1.3,13.0,20.0,32.0
Gionee,S10B,Android,4.0,240.0,False,Li-Ion,3700.0,8,1.8,13.0,16.0,64.0
Gionee,S10C,Android,4.0,200.0,False,Li-Ion,3100.0,4,1.4,13.0,16.0,32.0
Gionee,M6s Plus,Android,6.0,460.0,False,Li-Po,6020.0,8,1.95,12.0,8.0,256.0
Gionee,A1 Plus,Android,4.0,370.0,False,Li-Ion,4550.0,8,2.5,13.0,20.0,64.0
Gionee,A1,Android,4.0,280.0,False,Li-Ion,4010.0,8,2.0,13.0,16.0,64.0
Gionee,F5,Android,4.0,250.0,False,Li-Po,4000.0,8,1.5,13.0,8.0,32.0
Gionee,M2017,Android,6.0,1150.0,False,Li-Po,7000.0,8,1.95,12.0,8.0,128.0
Gionee,Steel 2,Android,3.0,210.0,False,Li-Po,4000.0,4,1.25,8.0,5.0,32.0
Gionee,S9,Android,4.0,370.0,False,Li-Ion,3000.0,8,2.0,13.0,13.0,64.0
Gionee,S6s,Android,3.0,280.0,False,Li-Po,3150.0,8,1.3,13.0,8.0,32.0
Gionee,S6 Pro,Android,4.0,390.0,False,Li-Po,3130.0,8,1.8,13.0,8.0,64.0
Gionee,P5 Mini,Android,1.0,90.0,True,Li-Ion,1800.0,4,1.3,5.0,2.0,8.0
Gionee,S8,Android,4.0,450.0,False,Li-Ion,3000.0,8,1.9,16.0,8.0,64.0
Gionee,Marathon M5 mini,Android,2.0,120.0,False,Li-Po,4000.0,4,1.3,8.0,5.0,16.0
Gionee,Marathon M5 enjoy,Android,3.0,340.0,False,Li-Po,5000.0,4,0.0,8.0,5.0,16.0
Gionee,Marathon M5 Plus,Android,3.0,420.0,False,Li-Po,5020.0,8,1.3,13.0,5.0,64.0
Gionee,Marathon M5 lite,Android,3.0,170.0,False,Li-Po,4000.0,4,1.3,8.0,5.0,32.0
Gionee,Pioneer P5W,Android,1.0,90.0,True,Li-Ion,2000.0,4,1.3,5.0,2.0,16.0
Gionee,S6,Android,3.0,290.0,False,Li-Ion,3150.0,8,1.3,13.0,5.0,32.0
Gionee,F103,Android,2.0,130.0,True,Li-Ion,2400.0,4,1.3,8.0,5.0,16.0
Gionee,Elife E8,Android,3.0,480.0,False,Li-Po,3500.0,8,2.0,24.0,8.0,64.0
Gionee,Marathon M4,Android,2.0,220.0,False,Li-Ion,5000.0,4,1.3,8.0,5.0,16.0
Gionee,Marathon M5,Android,3.0,330.0,False,Li-Po,6020.0,4,1.3,13.0,5.0,32.0
Gionee,Pioneer P4S,Android,1.0,120.0,True,Li-Po,1800.0,4,1.3,5.0,2.0,8.0
Gionee,Elife S7,Android,2.0,400.0,False,Li-Ion,2700.0,8,1.7,13.0,8.0,16.0
Gionee,Marathon M3,Android,1.0,170.0,False,Li-Ion,5000.0,4,1.3,8.0,2.0,8.0
Gionee,Elife S5.1,Android,1.0,240.0,False,Li-Ion,2050.0,8,1.7,8.0,5.0,16.0
Gionee,Pioneer P4,Android,1.0,100.0,True,Li-Po,1800.0,4,1.3,5.0,2.0,8.0
Gionee,Ctrl V5,Android,1.0,160.0,True,Li-Po,1800.0,4,1.3,8.0,2.0,8.0
Gionee,Elife S5.5,Android,2.0,270.0,False,Li-Ion,2300.0,8,1.7,13.0,5.0,16.0
Gionee,Elife E6,Android,2.0,250.0,False,Li-Ion,2000.0,4,1.5,13.0,5.0,32.0
Gionee,Elife E5,Android,1.0,200.0,False,Li-Ion,2000.0,4,1.5,8.0,5.0,16.0
Gionee,Elife E3,Android,1.0,180.0,True,Li-Ion,1800.0,4,1.2,8.0,2.0,16.0
Gionee,M2,Android,1.0,130.0,True,Li-Ion,4200.0,4,1.3,8.0,2.0,4.0
Gionee,Gpad G4,Android,1.0,220.0,False,Li-Ion,3200.0,4,1.5,13.0,5.0,16.0
Gionee,Gpad G3,Android,0.512,110.0,True,Li-Ion,2250.0,4,1.2,5.0,0.6,4.0
Gionee,Gpad G2,Android,1.0,160.0,True,Li-Ion,3000.0,4,1.2,8.0,2.0,4.0
Gionee,Pioneer P3,Android,0.512,90.0,True,Li-Ion,1700.0,4,1.3,5.0,0.6,4.0
Gionee,Pioneer P2,Android,0.512,70.0,True,Li-Ion,1700.0,2,1.3,5.0,0.6,4.0
Gionee,Ctrl V4,Android,0.512,110.0,True,Li-Ion,1800.0,4,1.2,5.0,0.6,4.0
Gionee,Dream D1,Android,1.0,170.0,True,Li-Ion,2100.0,4,1.2,8.0,1.0,4.0
Google,Pixel XL,Android,4.0,880.0,False,Li-Ion,3450.0,4,2.15,12.3,8.0,128.0
Google,Pixel,Android,4.0,770.0,False,Li-Ion,2770.0,4,2.15,12.3,8.0,128.0
Google,Pixel C,Android,3.0,600.0,False,Li-Po,9240.0,4,1.9,8.0,2.0,64.0
HP,Elite x3,Windows,4.0,700.0,False,Li-Po,4150.0,4,2.15,16.0,8.0,64.0
HTC,U Ultra,Android,4.0,750.0,False,Li-Ion,3000.0,4,2.15,12.0,16.0,128.0
HTC,10 evo,Android,3.0,570.0,False,Li-Ion,3200.0,8,1.5,16.0,8.0,32.0
HTC,Desire 650,Android,2.0,200.0,False,Li-Ion,2200.0,4,1.6,13.0,5.0,16.0
HTC,Desire 10 Pro,Android,4.0,460.0,False,Li-Ion,3000.0,8,1.8,20.0,13.0,64.0
HTC,Desire 10 Lifestyle,Android,3.0,260.0,False,Li-Ion,2700.0,4,1.4,13.0,5.0,32.0
HTC,Desire 728 Ultra,Android,3.0,220.0,False,Li-Po,2800.0,8,1.5,13.0,5.0,32.0
HTC,Desire 628,Android,3.0,200.0,False,Li-Ion,2200.0,8,1.3,13.0,5.0,32.0
HTC,One M9 Prime Camera,Android,2.0,390.0,False,Li-Po,2840.0,8,2.2,13.0,4.0,16.0
HTC,Desire 830,Android,3.0,280.0,False,Li-Ion,2800.0,8,1.5,13.0,4.0,32.0
HTC,One S9,Android,2.0,270.0,False,Li-Ion,2840.0,8,2.0,13.0,4.0,16.0
HTC,10 Lifestyle,Android,3.0,420.0,False,Li-Ion,3000.0,8,1.8,12.0,5.0,32.0
HTC,10,Android,4.0,500.0,False,Li-Ion,3000.0,4,2.15,12.0,5.0,64.0
HTC,Desire 825,Android,2.0,240.0,False,Li-Ion,2700.0,4,1.6,13.0,5.0,16.0
HTC,Desire 630,Android,2.0,190.0,True,Li-Ion,2200.0,4,1.6,13.0,5.0,16.0
HTC,Desire 530,Android,1.5,170.0,False,Li-Ion,2200.0,4,1.1,8.0,5.0,16.0
HTC,Desire 625,Android,1.5,70.0,False,Li-Ion,2000.0,4,1.1,5.0,1.3,8.0
HTC,One X9,Android,3.0,300.0,False,Li-Ion,3000.0,8,2.2,13.0,5.0,32.0
HTC,One M9s,Android,2.0,270.0,False,Li-Po,2840.0,8,2.2,13.0,4.0,16.0
HTC,Desire 828 dual sim,Android,2.0,250.0,False,Li-Ion,2800.0,8,1.5,13.0,4.0,16.0
HTC,One E9s dual sim,Android,2.0,310.0,True,Li-Ion,2600.0,8,1.5,13.0,4.0,16.0
HTC,Butterfly 3,Android,3.0,300.0,False,Li-Ion,2700.0,8,1.5,20.2,13.0,32.0
HTC,One A9,Android,2.0,300.0,False,Li-Ion,2150.0,8,1.5,13.0,4.0,16.0
HTC,One M9+ Supreme Camera,Android,3.0,480.0,False,Li-Po,2840.0,8,2.2,21.0,4.0,32.0
HTC,Desire 626s,Android,1.0,190.0,False,Li-Ion,2000.0,4,1.1,8.0,2.0,8.0
HTC,Desire 526,Android,1.5,110.0,True,Li-Ion,2000.0,4,1.1,8.0,2.0,8.0
HTC,One ME,Android,3.0,340.0,False,Li-Po,2840.0,8,2.2,20.0,4.0,32.0
HTC,Desire 820G+ dual sim,Android,1.0,180.0,False,Li-Po,2600.0,8,1.7,13.0,8.0,16.0
HTC,One M9+,Android,3.0,500.0,False,Li-Po,2840.0,8,2.2,20.0,4.0,32.0
HTC,One M8s,Android,2.0,330.0,False,Li-Po,2840.0,8,1.7,13.0,5.0,32.0
HTC,One E9+,Android,3.0,320.0,False,Li-Po,2800.0,8,2.0,20.0,13.0,32.0
HTC,One E9,Android,2.0,320.0,False,Li-Po,2800.0,8,2.0,13.0,4.0,16.0
HTC,One M9,Android,3.0,420.0,False,Li-Po,2840.0,8,1.5,20.0,4.0,32.0
HTC,Desire 820s dual sim,Android,2.0,370.0,False,Li-Po,2600.0,8,1.7,13.0,8.0,16.0
HTC,Desire 626G+,Android,1.0,250.0,False,Li-Po,2000.0,8,1.7,13.0,5.0,8.0
HTC,Desire 826 dual sim,Android,2.0,200.0,False,Li-Po,2600.0,8,1.7,13.0,4.0,16.0
HTC,Desire 620G dual sim,Android,1.0,190.0,True,Li-Po,2100.0,8,1.7,8.0,5.0,8.0
HTC,Desire 620,Android,1.0,180.0,True,Li-Po,2100.0,4,1.2,8.0,5.0,8.0
HTC,One (M8 Eye),Android,2.0,260.0,False,Li-Po,2600.0,4,2.3,13.0,5.0,16.0
HTC,Desire Eye,Android,2.0,380.0,False,Li-Po,2400.0,4,2.3,13.0,13.0,16.0
HTC,Desire 612,Android,1.0,240.0,False,Li-Po,2040.0,4,1.2,8.0,1.3,8.0
HTC,Desire 820q dual sim,Android,1.0,260.0,False,Li-Po,2600.0,4,1.2,13.0,8.0,16.0
HTC,Desire 820 dual sim,Android,2.0,320.0,False,Li-Po,2600.0,8,1.7,13.0,8.0,16.0
HTC,Desire 820,Android,2.0,340.0,False,Li-Po,2600.0,8,1.5,13.0,8.0,16.0
HTC,One (E8) CDMA,Android,2.0,350.0,False,Li-Ion,2600.0,4,2.3,13.0,5.0,16.0
HTC,Desire 510,Android,1.0,200.0,True,Li-Po,2100.0,4,1.2,5.0,0.6,8.0
HTC,One (M8) for Windows,Windows,2.0,300.0,False,Li-Ion,2600.0,4,2.3,4.0,5.0,32.0
HTC,One (M8) for Windows (CDMA),Windows,2.0,300.0,False,Li-Ion,2600.0,4,2.3,4.0,5.0,32.0
HTC,Butterfly 2,Android,2.0,250.0,False,Li-Po,2700.0,4,2.5,13.0,5.0,32.0
HTC,One Remix,Android,1.5,280.0,False,Li-Po,2100.0,4,1.2,13.0,5.0,16.0
HTC,One (M8) dual sim,Android,2.0,300.0,False,Li-Po,2600.0,4,2.3,4.0,5.0,16.0
HTC,Desire 516 dual sim,Android,1.0,160.0,True,Li-Po,1950.0,4,1.2,5.0,2.0,4.0
HTC,One (E8),Android,2.0,420.0,False,Li-Po,2600.0,4,2.5,13.0,5.0,16.0
HTC,One mini 2,Android,1.0,250.0,False,Li-Po,2110.0,4,1.2,13.0,5.0,16.0
HTC,Desire 616 dual sim,Android,1.0,180.0,True,Li-Po,2000.0,8,1.4,8.0,2.0,4.0
HTC,Desire 210 dual sim,Android,0.512,100.0,True,Li-Po,1300.0,2,1.0,5.0,0.6,4.0
HTC,One (M8) CDMA,Android,2.0,250.0,False,Li-Ion,2600.0,4,2.3,4.0,5.0,32.0
HTC,One (M8),Android,2.0,250.0,False,Li-Po,2600.0,4,2.3,4.0,5.0,32.0
HTC,Desire 310 dual sim,Android,0.512,140.0,True,Li-Ion,2000.0,4,1.3,5.0,0.6,4.0
HTC,Desire 816 dual sim,Android,1.5,250.0,False,Li-Po,2600.0,4,1.6,13.0,5.0,8.0
HTC,Desire 816,Android,1.5,250.0,False,Li-Po,2600.0,4,1.6,13.0,5.0,8.0
HTC,Desire 610,Android,1.0,200.0,False,Li-Po,2040.0,4,1.2,8.0,1.3,8.0
HTC,Desire 501 dual sim,Android,1.0,190.0,True,Li-Ion,2100.0,2,1.2,8.0,2.1,8.0
HTC,Desire 700,Android,1.0,220.0,True,Li-Po,2100.0,4,1.2,8.0,2.1,8.0
HTC,Desire 700 dual sim,Android,1.0,250.0,True,Li-Po,2100.0,4,1.2,8.0,2.1,8.0
HTC,Desire 601 dual sim,Android,1.0,270.0,True,Li-Po,2100.0,4,1.2,5.0,0.6,4.0
HTC,One Max,Android,2.0,370.0,False,Li-Po,3300.0,4,1.7,4.0,2.1,32.0
HTC,Desire 300,Android,0.512,160.0,True,Li-Ion,1650.0,2,1.0,5.0,0.6,4.0
HTC,Desire 601,Android,1.0,230.0,True,Li-Po,2100.0,2,1.4,5.0,0.6,8.0
HTC,Desire 500,Android,1.0,180.0,True,Li-Ion,1800.0,4,1.2,8.0,1.6,4.0
HTC,One mini,Android,1.0,240.0,False,Li-Po,1800.0,2,1.4,4.0,1.6,16.0
HTC,8XT,Windows,1.0,170.0,True,Li-Po,1800.0,2,1.4,8.0,1.6,8.0
HTC,Butterfly S,Android,2.0,300.0,False,Li-Po,3200.0,4,1.9,4.0,2.1,16.0
HTC,Desire 600 dual sim,Android,1.0,290.0,True,Li-Ion,1860.0,4,1.2,8.0,1.6,8.0
HTC,First,Android,1.0,200.0,False,Li-Po,2000.0,2,1.4,5.0,1.6,16.0
HTC,One Dual Sim,Android,2.0,300.0,False,Li-Po,2300.0,4,1.7,4.0,2.1,32.0
HTC,One,Android,2.0,270.0,False,Li-Po,2300.0,4,1.7,4.0,2.1,64.0
